ID,SKU Interm1,Name,MF,Fermenter,Activity density (U/g),Batch weight (kg),BU EoR,SKU EoF,Weight ratio (kg EoR/kg EoF),Broth killing (hrs),Broth killing in,Harvest tanks__Broth preparation (hrs),Harvest tanks__Process extra (hrs),Harvest tanks__Post (hrs),Harvest tanks__End weight (kg),FAM or MF__Prep (hrs),FAM or MF__Process (kg/hr/sqm),FAM or MF__Post (hrs),FAM or MF__Weight factor (at F+L),FAM or MF__Weight (kg at F+L),FAP1__Filter preps (#),FAP1__Filter prep process (hrs),UF__UF fractions (#),UF__Prep (hrs),UF__Process (kg/hr/sqm),UF__Post (hrs),UF__End weight factor,UF__Weight ccUF (kg),Stab__Process (hrs),Stab__In V300,Stab__End weight factor,Stab__Weight ccUFSTAB (kg),Stab__Transfer to IBC (hrs),Recipe not in use,UF__DCO (tons/hr),UF__Nitrogen (kg/hr),UF__Phosphorus (kg/hr),FAM or MF__Parallel,Comments
161,24734,MADMAX CCUF STAB,1,V100,904.1,29817,26.9575497,24736,,4,Etanks & Fermenter,0,0,0,91743,0,2778.0,0,2.5,229357.5,1,2,3,0,2778.0,0,12.0,19113.13,4,Yes,1.547619,29579.84313747,1,False,0.032,2.507,1.841,,
162,24734,MADMAX CCUF STAB,1,V140,904.1,41743,37.7398463,24736,,4,Etanks & Fermenter,0,0,0,128440,0,2778.0,0,2.5,321100.0,1,2,5,0,2778.0,0,12.0,26758.3333333333,4,Yes,1.547619,41411.7050749999,1,False,0.023,1.790999999,1.314999999,,
163,24734,MADMAX CCUF STAB,1,V200,904.1,65000,58.7665,24736,,4,Etanks & Fermenter,0,0,0,200000,0,2778.0,0,2.5,500000.0,1,2,9,0,2778.0,0,12.0,41666.6666666667,4,Yes,1.547619,64484.1250000001,1,False,0.021,1.643999999,1.211,,
164,24734,MADMAX CCUF STAB,1,V218,904.1,65000,58.7665,24736,,4,Etanks & Fermenter,0,0,0,200000,0,2778.0,0,2.5,500000.0,1,2,9,0,2778.0,0,12.0,41666.6666666667,4,Yes,1.547619,64484.1250000001,1,False,0.021,1.643999999,1.211,,
165,25067,CIN KPO MF CCUF,1,V100,1900.0,4614,8.7666,25063,,7,Etanks & Fermenter,0,0,0,60000,0,2727.0,0,3.0,180000.0,1,2,2,0,2727.0,0,39.0,4615.38461538462,4,,1.0,4615.38461538462,1,False,0.026,2.056,1.514999999,,
166,25067,CIN KPO MF CCUF,1,V140,1900.0,6460,12.274,25063,,7,Etanks & Fermenter,0,0,0,84000,0,2727.0,0,3.0,252000.0,1,2,2,0,2727.0,0,39.0,6461.53846153846,4,,1.0,6461.53846153846,1,False,0.019,1.469,1.082,,
167,25067,CIN KPO MF CCUF,1,V200,1900.0,10059,19.1121,25063,,7,Etanks & Fermenter,0,0,0,130800,0,7.809999999,0,3.0,392400.0,1,2,4,0,2727.0,0,39.0,10061.5384615385,4,,1.0,10061.5384615385,1,False,0.024,1.885999999,1.389999999,,
168,25067,CIN KPO MF CCUF,1,V218,1900.0,10059,19.1121,25063,,7,Etanks & Fermenter,0,0,0,130800,0,7.809999999,0,3.0,392400.0,1,2,4,0,2727.0,0,39.0,10061.5384615385,4,,1.0,10061.5384615385,1,False,0.024,1.885999999,1.389999999,,
169,26708,"FUMZYME UF, BULK",1,V100,2619.0,12000,31.428,26696,,20,Etanks & Fermenter,0,0,0,61200,0,4000.0,0,3.66,223992.0,1,2,1,0,4000.0,0,19.0,11789.0526315789,4,,1.0,11789.0526315789,1,False,0.057,0.571,0.107,,
170,26708,"FUMZYME UF, BULK",1,V140,2619.0,16800,43.9992,26696,,20,Etanks & Fermenter,0,0,0,85680,0,4000.0,0,3.66,313588.8,1,2,1,0,4000.0,0,19.0,16504.6736842105,4,,1.0,16504.6736842105,1,False,0.041,0.408,0.077,,
171,26708,"FUMZYME UF, BULK",1,V200,2619.0,26160,68.51304,26696,,20,Etanks & Fermenter,0,0,0,133416,0,4000.0,0,3.66,488302.56,1,2,1,0,4000.0,0,19.0,25700.1347368421,4,,1.0,25700.1347368421,1,False,0.052,0.524,0.098,,
172,26708,"FUMZYME UF, BULK",1,V218,2619.0,26160,68.51304,26696,,20,Etanks & Fermenter,0,0,0,133416,0,4000.0,0,3.66,488302.56,1,2,1,0,4000.0,0,19.0,25700.1347368421,4,,1.0,25700.1347368421,1,False,0.052,0.524,0.098,,
173,26777,"CLIPASE CCUF, BULK",1,V100,1014.0,2000,2.028,26773,,15,Etanks & Fermenter,0,0,0,73000,0,2667.0,0,3.29,240170.0,1,2,1,0,2667.0,0,120.0,2001.41666666667,4,,1.0,2001.41666666667,1,False,0.011,0.444,0.333,,
174,26777,"CLIPASE CCUF, BULK",1,V140,1014.0,2800,2.8392,26773,,15,Etanks & Fermenter,0,0,0,102200,0,2667.0,0,3.29,336238.0,1,2,1,0,2667.0,0,120.0,2801.98333333333,4,,1.0,2801.98333333333,1,False,0.008,0.317,0.238,,
175,26777,"CLIPASE CCUF, BULK",1,V200,1014.0,4360,4.42104,26773,,15,Etanks & Fermenter,0,0,0,159140,0,2667.0,0,3.29,523570.6,1,2,1,0,2667.0,0,120.0,4363.08833333333,4,,1.0,4363.08833333333,1,False,0.01,0.408,0.306,,
176,26777,"CLIPASE CCUF, BULK",1,V218,1014.0,4360,4.42104,26773,,15,Etanks & Fermenter,0,0,0,159140,0,2667.0,0,3.29,523570.6,1,2,1,0,2667.0,0,120.0,4363.08833333333,4,,1.0,4363.08833333333,1,False,0.01,0.408,0.306,,
177,4552,AMYL FONG CCUF,0,V100,8023.0,3899,31.281677,4550,,10,Etanks & Fermenter,0,0,0,150459,0,46.92,0,1.71,257284.89,1,2,1,0,6.839999999,0,66.0,3898.25590909091,4,,1.0,3898.25590909091,1,False,0.083,8.253,6.695999999,,
178,4552,AMYL FONG CCUF,0,V140,8023.0,5459,43.797557,4550,,10,Etanks & Fermenter,0,0,0,210642,0,46.92,0,1.71,360197.82,1,2,1,0,6.839999999,0,66.0,5457.54272727273,4,,1.0,5457.54272727273,1,False,0.059,5.894999999,4.783,,
179,4552,AMYL FONG CCUF,0,V200,8023.0,8500,68.1955,4550,,10,Etanks & Fermenter,0,0,0,328000,0,46.92,0,1.71,560880.0,1,2,2,0,6.839999999,0,66.0,8498.18181818182,4,,1.0,8498.18181818182,1,False,0.076,7.570999999,6.142999999,,
180,4552,AMYL FONG CCUF,0,V218,8023.0,8500,68.1955,4550,,10,Etanks & Fermenter,0,0,0,328000,0,46.92,0,1.71,560880.0,1,2,2,0,6.839999999,0,66.0,8498.18181818182,4,,1.0,8498.18181818182,1,False,0.076,7.570999999,6.142999999,,
181,4557,ARF CCUF,0,V100,31213.0,3334,104.064142,4555,,10,Etanks & Fermenter,0,0,0,182571,0,47.5,0,1.62,295765.02,1,2,2,0,5.759999999,0,89.0,3323.20247191011,4,,1.0,3323.20247191011,1,False,0.03,5.940999999,8.513999999,Can have 2,
182,4557,ARF CCUF,0,V140,31213.0,4668,145.702284,4555,,10,Etanks & Fermenter,0,0,0,255600,0,47.5,0,1.62,414072.0,1,2,2,0,15.17,0,89.0,4652.49438202247,4,,1.0,4652.49438202247,1,False,0.03,5.945999999,8.513999999,Can have 2,
183,4557,ARF CCUF,0,V200,31213.0,7269,226.887297,4555,,10,Etanks & Fermenter,0,0,0,398006,0,47.5,0,1.62,644769.72,1,2,3,0,5.759999999,0,89.0,7244.60359550562,4,,1.0,7244.60359550562,1,False,0.027,5.45,7.811,Can have 2,
184,4557,ARF CCUF,0,V218,31213.0,7269,226.887297,4555,,10,Etanks & Fermenter,0,0,0,398006,0,47.5,0,1.62,644769.72,1,2,3,0,5.759999999,0,89.0,7244.60359550562,4,,1.0,7244.60359550562,1,False,0.038,7.636999999,10.935,Can have 2,
185,4560,AROME CCUF,0,V100,6627.699999999,3000,19.883099999997,4558,,5,Etanks & Fermenter,0,0,0,192500,0,63.789999999,0,1.71,329175.0,1,2,2,0,10.63,0,110.0,2992.5,4,,1.0,2992.5,1,False,0.038,12.444,10.0,,
186,4560,AROME CCUF,0,V140,6627.699999999,4200,27.8363399999958,4558,,5,Etanks & Fermenter,0,0,0,269500,0,63.789999999,0,1.71,460845.0,1,2,2,0,10.63,0,110.0,4189.5,4,,1.0,4189.5,1,False,0.027,8.888999999,7.142999999,,
187,4560,AROME CCUF,0,V200,6627.699999999,6540,43.3451579999935,4558,,5,Etanks & Fermenter,0,0,0,419650,0,63.789999999,0,1.71,717601.5,1,2,4,0,10.63,0,110.0,6523.65,4,,1.0,6523.65,1,False,0.035,11.417,9.173999999,,
188,4560,AROME CCUF,0,V218,6627.699999999,6540,43.3451579999935,4558,,5,Etanks & Fermenter,0,0,0,419650,0,63.789999999,0,1.71,717601.5,1,2,4,0,10.63,0,110.0,6523.65,4,,1.0,6523.65,1,False,0.035,11.417,9.173999999,,
189,4566,BGF CCUF,0,V100,541460.0,6071,3287.20366,4564,,12,Etanks & Fermenter,0,0,0,117857,0,70.0,0,1.58,186214.06,1,2,1,0,11.67,0,31.0,6006.90516129032,4,,1.0,6006.90516129032,1,False,0.063,7.7,7.817,Can have 2,
190,4566,BGF CCUF,0,V140,541460.0,8500,4602.41,4564,,12,Etanks & Fermenter,0,0,0,165000,0,70.0,0,1.58,260700.0,1,2,1,0,11.67,0,31.0,8409.67741935484,4,,1.0,8409.67741935484,1,False,0.045,5.5,5.583,Can have 2,
191,4566,BGF CCUF,0,V200,541460.0,13236,7166.76456,4564,,12,Etanks & Fermenter,0,0,0,256929,0,70.0,0,1.58,405947.82,1,2,2,0,11.67,0,31.0,13095.0909677419,4,,1.0,13095.0909677419,1,False,0.058,7.064,7.171,Can have 2,
192,4566,BGF CCUF,0,V218,541460.0,13236,7166.76456,4564,,12,Etanks & Fermenter,0,0,0,256929,0,70.0,0,1.58,405947.82,1,2,2,0,11.67,0,31.0,13095.0909677419,4,,1.0,13095.0909677419,1,False,0.058,7.064,7.171,Can have 2,
193,4567,BGF STABILISE,0,V100,243900.0,13479,3287.5281,4564,,12,Etanks & Fermenter,0,0,0,117857,0,52.32,0,1.58,186214.06,1,2,1,0,8.72,0,31.0,6006.90516129032,4,Yes,2.22,13335.3294580645,1,False,0.063,7.7,7.817,Can have 2,
194,4567,BGF STABILISE,0,V140,243900.0,18870,4602.393,4564,,6,Etanks & Fermenter,12,0,0,165000,0,27.5,0,1.76,290400.0,1,2,1,0,13.289999999,0,42.647058819,6809.37931106803,4,Yes,2.22,15116.822070571,1,False,0.045,5.5,5.583,Can have 2,
195,4567,BGF STABILISE,0,V200,243900.0,29383,7166.5137,4564,,12,Etanks & Fermenter,0,0,0,256929,0,52.32,0,1.58,405947.82,1,2,2,0,8.72,0,31.0,13095.0909677419,4,Yes,2.22,29071.101948387,1,False,0.058,7.064,7.171,Can have 2,
196,4567,BGF STABILISE,0,V218,243900.0,29383,7166.5137,4564,,12,Etanks & Fermenter,0,0,0,256929,0,52.32,0,1.58,405947.82,1,2,2,0,8.72,0,31.0,13095.0909677419,4,Yes,2.22,29071.101948387,1,False,0.058,7.064,7.171,Can have 2,
197,4582,CYT PCL CCUF STAB,0,V100,129700.0,5400,700.38,4580,,10,Etanks & Fermenter,0,0,0,112000,0,60.979999999,0,1.79,200480.0,1,2,1,0,9.259999999,0,74.0,2709.18918918919,4,Yes,2.0,5418.37837837838,1,False,0.045,3.182999999,7.5,,
198,4582,CYT PCL CCUF STAB,0,V140,129700.0,7560,980.532,4580,,10,Etanks & Fermenter,0,0,0,156800,0,60.979999999,0,1.79,280672.0,1,2,1,0,9.259999999,0,74.0,3792.86486486487,4,Yes,2.0,7585.72972972974,1,False,0.032,2.274,5.357,,
199,4582,CYT PCL CCUF STAB,0,V200,129700.0,11772,1526.8284,4580,,10,Etanks & Fermenter,0,0,0,244160,0,60.979999999,0,1.79,437046.4,1,2,2,0,9.259999999,0,74.0,5906.03243243243,4,Yes,2.0,11812.0648648649,1,False,0.041,2.919999999,6.881,,
200,4582,CYT PCL CCUF STAB,0,V218,129700.0,11772,1526.8284,4580,,10,Etanks & Fermenter,0,0,0,244160,0,60.979999999,0,1.79,437046.4,1,2,2,0,9.259999999,0,74.0,5906.03243243243,4,Yes,2.0,11812.0648648649,1,False,0.041,2.919999999,6.881,,
201,4586,FROMASE CCUF,0,V100,5869.199999999,11927,70.0019483999881,4584,,5,Etanks & Fermenter,8,0,0,174312,0,56.009999999,0,1.32,230091.84,1,2,2,0,9.339999999,0,19.0,12110.0968421053,4,,1.0,12110.0968421053,1,False,0.073,7.751,5.995,Can have 2,
202,4586,FROMASE CCUF,0,V140,5869.199999999,16697,97.9980323999833,4584,,5,Etanks & Fermenter,8,0,0,244037,0,56.009999999,0,1.32,322128.84,1,2,2,0,9.339999999,0,19.0,16954.1494736842,4,,1.0,16954.1494736842,1,False,0.052,5.536999999,4.282,Can have 2,
203,4586,FROMASE CCUF,0,V200,5869.199999999,26000,152.599199999974,4584,,5,Etanks & Fermenter,8,0,0,380000,0,56.009999999,0,1.32,501600.0,1,2,3,0,9.339999999,0,19.0,26400.0,4,,1.0,26400.0,1,False,0.067,7.110999999,5.5,Can have 2,
204,4586,FROMASE CCUF,0,V218,5869.199999999,26000,152.599199999974,4584,,4,Etanks & Fermenter,8,0,0,368000,0,44.87804878,0,1.34,493120.0,1,2,3,0,11.67,0,23.741045239,20770.7788362216,4,,1.0,20770.7788362216,1,False,0.067,7.110999999,5.5,Can have 2,
205,4591,GOX CCUF,0,V100,23627.0,4954,117.048158,4589,,13,Etanks & Fermenter,0,0,0,100917,0,58.329999999,0,1.28,129173.76,1,2,1,0,7.78,0,26.0,4968.22153846154,4,,1.0,4968.22153846154,1,False,0.296,13.702999999,2.335999999,Can have 2,
206,4591,GOX CCUF,0,V140,23627.0,6936,163.876872,4589,,13,Etanks & Fermenter,0,0,0,141284,0,58.329999999,0,1.28,180843.52,1,2,1,0,7.78,0,26.0,6955.52,4,,1.0,6955.52,1,False,0.211,9.788,1.667999999,Can have 2,
207,4591,GOX CCUF,0,V200,23627.0,10800,255.1716,4589,,14,Etanks & Fermenter,20,0,0,220000,0,58.329999999,0,1.28,281600.0,1,2,2,0,7.04,0,27.07692308,10399.9999988182,4,,1.0,10399.9999988182,1,False,0.271,12.571,2.142999999,Can have 2,
208,4591,GOX CCUF,0,V218,23627.0,10800,255.1716,4589,,14,Etanks & Fermenter,20,0,0,220000,0,58.329999999,0,1.28,281600.0,1,2,2,0,7.04,0,27.07692308,10399.9999988182,4,,1.0,10399.9999988182,1,False,0.271,12.571,2.142999999,Can have 2,
209,4594,MAXINVERT CCUF,0,V100,131000.0,4500,589.5,10244,,15,Etanks & Fermenter,0,0,0,128000,0,58.329999999,0,1.879999999,240639.999872,1,2,1,0,7.78,0,53.0,4540.37735607547,4,,1.0,4540.37735607547,1,False,0.205,20.699999999,4.5,,
210,4594,MAXINVERT CCUF,0,V140,131000.0,6300,825.3,10244,,15,Etanks & Fermenter,0,0,0,179200,0,58.329999999,0,1.879999999,336895.9998208,1,2,1,0,7.78,0,53.0,6356.52829850566,4,,1.0,6356.52829850566,1,False,0.146,14.786,3.214,,
211,4594,MAXINVERT CCUF,0,V200,131000.0,9810,1285.11,10244,,15,Etanks & Fermenter,0,0,0,279040,0,58.329999999,0,1.879999999,524595.19972096,1,2,2,0,7.78,0,53.0,9898.02263624453,4,,1.0,9898.02263624453,1,False,0.205,20.699999999,4.5,,
212,4594,MAXINVERT CCUF,0,V218,131000.0,9810,1285.11,10244,,15,Etanks & Fermenter,0,0,0,279040,0,58.329999999,0,1.879999999,524595.19972096,1,2,2,0,15.83,0,53.0,9898.02263624453,4,,1.0,9898.02263624453,1,False,0.205,20.699999999,4.5,,
213,4613,LYX CCUF,0,V100,11667.0,6881,80.280627,4611,,10,Etanks & Fermenter,20,0,0,119266,0,118.28,0,1.31,156238.46,1,2,1,0,15.77,0,23.0,6792.97652173913,4,,1.0,6792.97652173913,1,False,0.099,11.561,6.605999999,,
214,4613,LYX CCUF,0,V140,11667.0,9633,112.388211,4611,,10,Etanks & Fermenter,20,0,0,166972,0,118.28,0,1.31,218733.32,1,2,1,0,15.77,0,23.0,9510.14434782609,4,,1.0,9510.14434782609,1,False,0.071,8.257999999,4.719,,
215,4613,LYX CCUF,0,V200,11667.0,15000,175.005,4611,,10,Etanks & Fermenter,20,0,0,260000,0,118.28,0,1.31,340600.0,1,2,2,0,15.77,0,23.0,14808.6956521739,4,,1.0,14808.6956521739,1,False,0.091,10.606,6.060999999,,
216,4613,LYX CCUF,0,V218,11667.0,15000,175.005,4611,,10,Etanks & Fermenter,20,0,0,260000,0,118.28,0,1.31,340600.0,1,2,2,0,15.77,0,23.0,14808.6956521739,4,,1.0,14808.6956521739,1,False,0.091,10.606,6.060999999,,
217,4616,PEC CCUF STAB,0,V100,378810.0,11284,4274.49204,4614,,5,Etanks & Fermenter,10,0,0,206422,0,63.729999999,0,1.399999999,288990.799793578,1,2,1,0,13.539999999,0,53.0,5452.65659987883,4,Yes,2.049999999,11177.9460242989,1,False,0.291,9.689,4.118,,
218,4616,PEC CCUF STAB,0,V140,378810.0,15798,5984.44038,4614,,5,Etanks & Fermenter,10,0,0,288991,0,63.729999999,0,1.399999999,404587.399711009,1,2,1,0,13.539999999,0,53.0,7633.72452284923,4,Yes,2.049999999,15649.1352642072,1,False,0.208,6.921,2.940999999,,
219,4616,PEC CCUF STAB,0,V200,378810.0,24600,9318.726,4614,,5,Etanks & Fermenter,10,0,0,450000,0,63.729999999,0,1.399999999,629999.99955,1,2,2,0,13.539999999,0,53.0,11886.7924443396,4,Yes,2.049999999,24367.9244990094,1,False,0.039,4.443999999,1.443999999,,
220,4616,PEC CCUF STAB,0,V218,378810.0,24600,9318.726,4614,,5,Etanks & Fermenter,10,0,0,450000,0,63.729999999,0,1.399999999,629999.99955,1,2,2,0,13.539999999,0,53.0,11886.7924443396,4,Yes,2.049999999,24367.9244990094,1,False,0.039,4.443999999,1.443999999,,
221,4627,PNR CCUF,0,V100,900000.0,4286,3857.4,4625,,5,V01,0,0,0,71429,0,33.329999999,0,1.899999999,135715.099928571,1,2,2,0,5.559999999,0,32.0,4241.09687276784,4,,1.0,4241.09687276784,1,False,0.463,11.709,3.181999999,,
222,4627,PNR CCUF,0,V140,900000.0,6000,5400.0,4625,,5,V01,0,0,0,100000,0,33.329999999,0,1.899999999,189999.9999,1,2,2,0,5.559999999,0,32.0,5937.499996875,4,,1.0,5937.499996875,1,False,0.331,8.364,2.273,,
223,4627,PNR CCUF,0,V200,900000.0,9343,8408.7,4625,,5,V01,0,0,0,155714,0,33.329999999,0,1.899999999,295856.599844286,1,2,4,0,5.559999999,0,32.0,9245.51874513394,4,,1.0,9245.51874513394,1,False,0.425,10.742,2.919,,
224,4627,PNR CCUF,0,V218,900000.0,9343,8408.7,4625,,5,V01,0,0,0,155714,0,33.329999999,0,1.899999999,295856.599844286,1,2,4,0,5.559999999,0,32.0,9245.51874513394,4,,1.0,9245.51874513394,1,False,0.425,10.742,2.919,,
225,4630,PBN CCUF,0,V100,589000.0,1357,799.273,4629,,5,V01,0,0,0,85714,0,58.24,0,1.669999999,143142.379914286,1,2,1,0,6.389999999,0,105.0,1363.26076108844,4,,1.0,1363.26076108844,1,False,0.336,11.199999999,4.759999999,,
226,4630,PBN CCUF,0,V140,589000.0,1900,1119.1,4629,,5,V01,0,0,0,120000,0,58.24,0,1.669999999,200399.99988,1,2,1,0,14.48,0,105.0,1908.57142742857,4,,1.0,1908.57142742857,1,False,0.24,8.0,3.399999999,,
227,4630,PBN CCUF,0,V200,589000.0,2959,1742.851,4629,,5,V01,0,0,0,186857,0,58.24,0,1.669999999,312051.189813143,1,2,2,0,6.389999999,0,105.0,2971.9160934585,4,,1.0,2971.9160934585,1,False,0.308,10.275,4.367,,
228,4630,PBN CCUF,0,V218,589000.0,2959,1742.851,4629,,5,V01,0,0,0,186857,0,58.24,0,1.669999999,312051.189813143,1,2,2,0,6.389999999,0,105.0,2971.9160934585,4,,1.0,2971.9160934585,1,False,0.308,10.275,4.367,,
229,4637,XYLANASE CCUF,0,V100,3168.76,1857,5.88438732,4635,,5,V01,4,0,0,67600,0,101.819999999,0,1.54,104104.0,1,2,1,0,13.33,0,56.0,1859.0,4,,1.0,1859.0,1,False,0.044,4.495,7.921,,
230,4637,XYLANASE CCUF,0,V140,3168.76,2600,8.238776,4635,,5,V01,4,0,0,94640,0,101.819999999,0,1.54,145745.6,1,2,1,0,13.33,0,56.0,2602.6,4,,1.0,2602.6,1,False,0.032,3.210999999,5.658,,
231,4637,XYLANASE CCUF,0,V200,3168.76,4049,12.83030924,4635,,5,V01,4,0,0,147368,0,101.819999999,0,1.54,226946.72,1,2,2,0,13.33,0,56.0,4052.62,4,,1.0,4052.62,1,False,0.041,4.123999999,7.267,,
232,4637,XYLANASE CCUF,0,V218,3168.76,4049,12.83030924,4635,,5,V01,4,0,0,147368,0,101.819999999,0,1.54,226946.72,1,2,2,0,13.33,0,56.0,4052.62,4,,1.0,4052.62,1,False,0.041,4.123999999,7.267,,
233,4645,FDASE CCUF,0,V100,8763.1,4800,42.06288,4643,,10,V01,0,0,0,117300,0,50.38,0,2.0,234600.0,1,2,2,0,6.639999999,0,49.0,4787.75510204082,4,,1.0,4787.75510204082,1,False,0.035,2.029999999,0.578,Must have 2,
234,4645,FDASE CCUF,0,V140,8763.1,6720,58.888032,4643,,4,V01,12,0,0,164220,0,23.46,0,2.0,328440.0,1,2,2,0,9.46,0,48.875,6720.0,4,,1.0,6720.0,1,False,0.025,1.449999999,0.413,Must have 2,
235,4645,FDASE CCUF,0,V200,8763.1,10464,91.6970784,4643,,10,V01,0,0,0,255714,0,50.38,0,2.0,511428.0,1,2,4,0,6.639999999,0,49.0,10437.306122449,4,,1.0,10437.306122449,1,False,0.032,1.862,0.53,Must have 2,
236,4645,FDASE CCUF,0,V218,8763.1,10464,91.6970784,4643,,10,V01,0,0,0,255714,0,50.38,0,2.0,511428.0,1,2,4,0,6.639999999,0,49.0,10437.306122449,4,,1.0,10437.306122449,1,False,0.032,1.862,0.53,Must have 2,
237,4668,PNR CCUF STAB,0,V100,405000.0,9514,3853.17,4625,,5,V01,0,0,0,71429,0,50.38,0,1.899999999,135715.099928571,1,2,2,0,6.639999999,0,32.0,4241.09687276784,4,Yes,2.22,9415.23505754461,1,False,0.463,11.709,3.181999999,,
238,4668,PNR CCUF STAB,0,V140,405000.0,13320,5394.6,4625,,5,V01,0,0,0,100000,0,50.38,0,1.899999999,189999.9999,1,2,2,0,6.639999999,0,32.0,5937.499996875,4,Yes,2.22,13181.2499930625,1,False,0.331,8.364,2.273,,
